year,slug_game,country_3_letter_code_x,bronze_medals,gold_medals,silver_medals,total_medals,total_athletes,avg_age_athletes,medals_in_current_year,city,season,game_name,cumulative_medals,is_host
1992,barcelona-1992,THA,1,0,0,1,22,21.70967741935484,1,Spain,Summer,Barcelona 1992,3.0,0
1996,atlanta-1996,THA,1,1,0,2,23,21.2972972972973,2,United States,Summer,Atlanta 1996,4.0,0
2000,sydney-2000,THA,2,1,0,3,34,22.558139534883722,3,Australia,Summer,Sydney 2000,6.0,0
2004,athens-2004,THA,4,3,1,8,34,25.146341463414632,8,Greece,Summer,Athens 2004,9.0,0
2008,beijing-2008,THA,2,2,2,6,35,24.675,6,China,Summer,Beijing 2008,17.0,0
2012,london-2012,THA,2,0,2,4,31,25.18918918918919,4,Great Britain,Summer,London 2012,23.0,0
2016,rio-2016,THA,2,2,2,6,47,26.19607843137255,6,Brazil,Summer,Rio 2016,27.0,0
2020,tokyo-2020,THA,1,1,0,2,32,27.11764705882353,2,Japan,Summer,Tokyo 2020,33.0,0
2008,beijing-2008,TJK,1,0,1,2,14,29.076923076923077,2,China,Summer,Beijing 2008,35.0,0
2012,london-2012,TJK,1,0,0,1,15,28.416666666666668,1,Great Britain,Summer,London 2012,2.0,0
2016,rio-2016,TJK,0,1,0,1,6,24.833333333333332,1,Brazil,Summer,Rio 2016,3.0,0
2020,tokyo-2020,TKM,0,0,1,1,5,25.6,1,Japan,Summer,Tokyo 2020,4.0,0
2008,beijing-2008,TOG,1,0,0,1,3,26.666666666666668,1,China,Summer,Beijing 2008,1.0,0
1960,rome-1960,TPE,0,0,1,1,9,28.11111111111111,1,Italy,Summer,Rome 1960,1.0,0
1968,mexico-city-1968,TPE,1,0,0,1,31,27.8,1,Mexico,Summer,Mexico City 1968,1.0,0
1984,los-angeles-1984,TPE,1,0,0,1,30,22.73170731707317,1,United States,Summer,Los Angeles 1984,2.0,0
1992,barcelona-1992,TPE,0,0,1,1,10,26.09090909090909,1,Spain,Summer,Barcelona 1992,3.0,0
1996,atlanta-1996,TPE,0,0,1,1,45,22.327272727272728,1,United States,Summer,Atlanta 1996,4.0,0
2000,sydney-2000,TPE,4,0,1,5,40,21.608695652173914,5,Australia,Summer,Sydney 2000,5.0,0
2004,athens-2004,TPE,1,2,2,5,43,22.083333333333332,5,Greece,Summer,Athens 2004,10.0,0
2008,beijing-2008,TPE,2,1,1,4,35,23.81578947368421,4,China,Summer,Beijing 2008,15.0,0
2012,london-2012,TPE,1,1,0,2,36,24.666666666666668,2,Great Britain,Summer,London 2012,19.0,0
2016,rio-2016,TPE,2,1,0,3,46,25.583333333333332,3,Brazil,Summer,Rio 2016,21.0,0
2020,tokyo-2020,TPE,7,3,4,14,48,27.352941176470587,14,Japan,Summer,Tokyo 2020,24.0,0
1948,london-1948,TTO,0,0,1,1,3,23.0,1,Great Britain,Summer,London 1948,38.0,0
1952,helsinki-1952,TTO,2,0,0,2,2,25.5,2,Finland,Summer,Helsinki 1952,1.0,0
1964,tokyo-1964,TTO,2,0,1,3,6,25.714285714285715,3,Japan,Summer,Tokyo 1964,3.0,0
1976,montreal-1976,TTO,0,1,0,1,4,25.0,1,Canada,Summer,Montreal 1976,6.0,0
1996,atlanta-1996,TTO,2,0,0,2,8,22.9,2,United States,Summer,Atlanta 1996,7.0,0
2000,sydney-2000,TTO,1,0,1,2,7,23.75,2,Australia,Summer,Sydney 2000,9.0,0
2004,athens-2004,TTO,1,0,0,1,8,25.0,1,Greece,Summer,Athens 2004,11.0,0
2008,beijing-2008,TTO,0,1,1,2,8,27.0,2,China,Summer,Beijing 2008,12.0,0
2012,london-2012,TTO,2,1,1,4,14,27.5,4,Great Britain,Summer,London 2012,14.0,0
2016,rio-2016,TTO,1,0,0,1,11,29.153846153846153,1,Brazil,Summer,Rio 2016,18.0,0
1964,tokyo-1964,TUN,1,0,1,2,9,25.571428571428573,2,Japan,Summer,Tokyo 1964,19.0,0
1968,mexico-city-1968,TUN,1,1,0,2,5,25.714285714285715,2,Mexico,Summer,Mexico City 1968,2.0,0
1972,munich-1972,TUN,0,0,1,1,6,25.0,1,Federal Republic of Germany,Summer,Munich 1972,4.0,0
1996,atlanta-1996,TUN,1,0,0,1,20,25.285714285714285,1,United States,Summer,Atlanta 1996,5.0,0
2008,beijing-2008,TUN,0,1,0,1,26,23.566666666666666,1,China,Summer,Beijing 2008,6.0,0
2012,london-2012,TUN,1,2,0,3,43,24.043478260869566,3,Great Britain,Summer,London 2012,7.0,0
2016,rio-2016,TUN,3,0,0,3,38,26.452380952380953,3,Brazil,Summer,Rio 2016,10.0,0
2020,tokyo-2020,TUN,0,1,1,2,39,29.7,2,Japan,Summer,Tokyo 2020,13.0,0
1936,berlin-1936,TUR,1,1,0,2,19,26.88235294117647,2,Germany,Summer,Berlin 1936,15.0,0
1948,london-1948,TUR,2,6,4,12,29,29.529411764705884,12,Great Britain,Summer,London 1948,2.0,0
1952,helsinki-1952,TUR,1,2,0,3,19,26.555555555555557,3,Finland,Summer,Helsinki 1952,14.0,0
1956,melbourne-1956,TUR,2,3,2,7,13,25.11111111111111,7,"Australia, Sweden",Summer,Melbourne 1956,17.0,0
1960,rome-1960,TUR,0,7,2,9,22,29.75,9,Italy,Summer,Rome 1960,24.0,0
1964,tokyo-1964,TUR,1,2,3,6,18,28.583333333333332,6,Japan,Summer,Tokyo 1964,33.0,0
1968,mexico-city-1968,TUR,0,2,0,2,27,28.25,2,Mexico,Summer,Mexico City 1968,39.0,0
1972,munich-1972,TUR,0,0,1,1,34,26.25925925925926,1,Federal Republic of Germany,Summer,Munich 1972,41.0,0
1984,los-angeles-1984,TUR,3,0,0,3,42,24.851063829787233,3,United States,Summer,Los Angeles 1984,42.0,0
1988,seoul-1988,TUR,0,1,1,2,39,23.634146341463413,2,Republic of Korea,Summer,Seoul 1988,45.0,0
1992,barcelona-1992,TUR,2,2,2,6,40,23.25581395348837,6,Spain,Summer,Barcelona 1992,47.0,0
1996,atlanta-1996,TUR,1,4,1,6,50,24.42,6,United States,Summer,Atlanta 1996,53.0,0
2000,sydney-2000,TUR,2,3,0,5,52,23.74,5,Australia,Summer,Sydney 2000,59.0,0
2004,athens-2004,TUR,4,3,3,10,53,24.232142857142858,10,Greece,Summer,Athens 2004,64.0,0
2008,beijing-2008,TUR,3,1,1,5,55,26.016949152542374,5,China,Summer,Beijing 2008,74.0,0
2012,london-2012,TUR,1,1,1,3,72,25.986666666666668,3,Great Britain,Summer,London 2012,79.0,0
2016,rio-2016,TUR,4,1,3,8,67,25.35135135135135,8,Brazil,Summer,Rio 2016,82.0,0
2020,tokyo-2020,TUR,9,2,2,13,69,26.864864864864863,13,Japan,Summer,Tokyo 2020,90.0,0
2004,athens-2004,UAE,0,1,0,1,3,33.25,1,Greece,Summer,Athens 2004,103.0,0
2016,rio-2016,UAE,1,0,0,1,12,28.181818181818183,1,Brazil,Summer,Rio 2016,1.0,0
1960,rome-1960,UAR,1,0,1,2,30,28.055555555555557,2,Italy,Summer,Rome 1960,2.0,0
1968,mexico-city-1968,UGA,1,0,1,2,10,21.6,2,Mexico,Summer,Mexico City 1968,2.0,0
1972,munich-1972,UGA,0,1,1,2,10,22.8,2,Federal Republic of Germany,Summer,Munich 1972,2.0,0
1980,moscow-1980,UGA,0,0,1,1,8,24.444444444444443,1,USSR,Summer,Moscow 1980,4.0,0
1996,atlanta-1996,UGA,1,0,0,1,7,27.166666666666668,1,United States,Summer,Atlanta 1996,5.0,0
2012,london-2012,UGA,0,1,0,1,8,24.88888888888889,1,Great Britain,Summer,London 2012,6.0,0
2020,tokyo-2020,UGA,1,2,1,4,16,26.944444444444443,4,Japan,Summer,Tokyo 2020,7.0,0
1994,lillehammer-1994,UKR,1,1,0,2,25,25.272727272727273,2,Norway,Winter,Lillehammer 1994,11.0,0
1996,atlanta-1996,UKR,13,10,2,25,122,25.5,25,United States,Summer,Atlanta 1996,2.0,0
1998,nagano-1998,UKR,0,0,1,1,44,23.979591836734695,1,Japan,Winter,Nagano 1998,27.0,0
2000,sydney-2000,UKR,12,3,10,25,149,25.019867549668874,25,Australia,Summer,Sydney 2000,28.0,0
2004,athens-2004,UKR,9,8,6,23,146,26.30666666666667,23,Greece,Summer,Athens 2004,53.0,0
2006,turin-2006,UKR,3,0,0,3,39,26.953846153846154,3,Italy,Winter,Turin 2006,76.0,0
2008,beijing-2008,UKR,12,7,4,23,166,26.479041916167663,23,China,Summer,Beijing 2008,79.0,0
2012,london-2012,UKR,10,5,4,19,163,26.440993788819874,19,Great Britain,Summer,London 2012,102.0,0
2014,sochi-2014,UKR,1,1,0,2,34,27.183333333333334,2,Russian Federation,Winter,Sochi 2014,121.0,0
2016,rio-2016,UKR,5,2,5,12,122,28.02238805970149,12,Brazil,Summer,Rio 2016,123.0,0
2018,pyeongchang-2018,UKR,0,1,0,1,26,28.19607843137255,1,Republic of Korea,Winter,PyeongChang 2018,135.0,0
2020,tokyo-2020,UKR,14,1,7,22,98,28.091743119266056,22,Japan,Summer,Tokyo 2020,136.0,0
2022,beijing-2022,UKR,0,0,1,1,38,28.319444444444443,1,China,Winter,Beijing 2022,158.0,0
1952,helsinki-1952,URS,19,22,31,72,150,27.994285714285713,72,Finland,Summer,Helsinki 1952,159.0,0
1956,cortina-d-ampezzo-1956,URS,6,7,3,16,37,26.05263157894737,16,Italy,Winter,Cortina d'Ampezzo 1956,72.0,0
1956,cortina-d-ampezzo-1956,URS,6,7,3,16,37,26.05263157894737,103,Italy,Winter,Cortina d'Ampezzo 1956,88.0,0
1956,melbourne-1956,URS,32,39,32,103,143,25.52513966480447,16,"Australia, Sweden",Summer,Melbourne 1956,191.0,0
1956,melbourne-1956,URS,32,39,32,103,143,25.52513966480447,103,"Australia, Sweden",Summer,Melbourne 1956,207.0,0
1960,rome-1960,URS,32,47,30,109,153,26.78395061728395,109,Italy,Summer,Rome 1960,310.0,0
1960,rome-1960,URS,32,47,30,109,153,26.78395061728395,21,Italy,Summer,Rome 1960,419.0,0
1960,squaw-valley-1960,URS,9,7,5,21,41,26.181818181818183,109,United States,Winter,Squaw Valley 1960,440.0,0
1960,squaw-valley-1960,URS,9,7,5,21,41,26.181818181818183,21,United States,Winter,Squaw Valley 1960,549.0,0
1964,innsbruck-1964,URS,6,12,8,26,50,27.0,26,Austria,Winter,Innsbruck 1964,570.0,0
1964,innsbruck-1964,URS,6,12,8,26,50,27.0,99,Austria,Winter,Innsbruck 1964,596.0,0
1964,tokyo-1964,URS,35,32,32,99,172,26.863636363636363,26,Japan,Summer,Tokyo 1964,695.0,0
1964,tokyo-1964,URS,35,32,32,99,172,26.863636363636363,99,Japan,Summer,Tokyo 1964,721.0,0
1968,grenoble-1968,URS,3,6,6,15,50,25.296875,15,France,Winter,Grenoble 1968,820.0,0
1968,grenoble-1968,URS,3,6,6,15,50,25.296875,95,France,Winter,Grenoble 1968,835.0,0
1968,mexico-city-1968,URS,32,31,32,95,161,25.446540880503143,15,Mexico,Summer,Mexico City 1968,930.0,0
1968,mexico-city-1968,URS,32,31,32,95,161,25.446540880503143,95,Mexico,Summer,Mexico City 1968,945.0,0
1972,munich-1972,URS,22,56,27,105,169,25.645714285714284,105,Federal Republic of Germany,Summer,Munich 1972,1040.0,0
1972,munich-1972,URS,22,56,27,105,169,25.645714285714284,18,Federal Republic of Germany,Summer,Munich 1972,1145.0,0
1972,sapporo-1972,URS,3,9,6,18,50,26.32,105,Japan,Winter,Sapporo 1972,1163.0,0
1972,sapporo-1972,URS,3,9,6,18,50,26.32,18,Japan,Winter,Sapporo 1972,1268.0,0
1976,innsbruck-1976,URS,8,15,7,30,46,26.1,30,Austria,Winter,Innsbruck 1976,1286.0,0
1976,innsbruck-1976,URS,8,15,7,30,46,26.1,132,Austria,Winter,Innsbruck 1976,1316.0,0
1976,montreal-1976,URS,36,53,43,132,181,25.331491712707184,30,Canada,Summer,Montreal 1976,1448.0,0
1976,montreal-1976,URS,36,53,43,132,181,25.331491712707184,132,Canada,Summer,Montreal 1976,1478.0,0
1980,lake-placid-1980,URS,7,12,7,26,51,25.901639344262296,26,United States,Winter,Lake Placid 1980,1610.0,0
1980,lake-placid-1980,URS,7,12,7,26,51,25.901639344262296,202,United States,Winter,Lake Placid 1980,1636.0,0
1980,moscow-1980,URS,47,84,71,202,227,24.135922330097088,26,USSR,Summer,Moscow 1980,1838.0,0
1980,moscow-1980,URS,47,84,71,202,227,24.135922330097088,202,USSR,Summer,Moscow 1980,1864.0,0
1984,sarajevo-1984,URS,12,7,12,31,55,24.62962962962963,31,Yugoslavia,Winter,Sarajevo 1984,2066.0,0
1988,calgary-1988,URS,9,14,11,34,54,25.283333333333335,34,Canada,Winter,Calgary 1988,2097.0,0
1988,calgary-1988,URS,9,14,11,34,54,25.283333333333335,138,Canada,Winter,Calgary 1988,2131.0,0
1988,seoul-1988,URS,48,57,33,138,237,24.444976076555022,34,Republic of Korea,Summer,Seoul 1988,2269.0,0
1988,seoul-1988,URS,48,57,33,138,237,24.444976076555022,138,Republic of Korea,Summer,Seoul 1988,2303.0,0
1924,paris-1924,URU,0,1,0,1,5,,1,France,Summer,Paris 1924,2441.0,0
1928,amsterdam-1928,URU,0,1,0,1,0,,1,Netherlands,Summer,Amsterdam 1928,1.0,0
1932,los-angeles-1932,URU,1,0,0,1,1,,1,United States,Summer,Los Angeles 1932,2.0,0
1948,london-1948,URU,2,0,1,3,20,22.0,3,Great Britain,Summer,London 1948,3.0,0
1952,helsinki-1952,URU,3,0,0,3,11,28.333333333333332,3,Finland,Summer,Helsinki 1952,6.0,0
1956,melbourne-1956,URU,1,0,0,1,6,22.0,1,"Australia, Sweden",Summer,Melbourne 1956,9.0,0
1964,tokyo-1964,URU,1,0,0,1,6,26.8,1,Japan,Summer,Tokyo 1964,10.0,0
2000,sydney-2000,URU,0,0,1,1,12,25.923076923076923,1,Australia,Summer,Sydney 2000,11.0,0
1896,athens-1896,USA,2,11,7,20,17,22.4375,20,Greece,Summer,Athens 1896,12.0,0
1900,paris-1900,USA,15,19,14,48,60,23.674698795180724,48,France,Summer,Paris 1900,20.0,0
1904,st-louis-1904,USA,81,79,81,241,474,25.68320610687023,241,United States,Summer,St. Louis 1904,68.0,0
1908,london-1908,USA,12,23,12,47,118,26.95762711864407,47,Great Britain,Summer,London 1908,309.0,0
1912,stockholm-1912,USA,19,25,19,63,160,27.8868778280543,63,Sweden,Summer,Stockholm 1912,356.0,0
1920,antwerp-1920,USA,27,42,27,96,168,27.62043795620438,96,Belgium,Summer,Antwerp 1920,419.0,0
1924,chamonix-1924,USA,1,1,2,4,15,27.73076923076923,4,France,Winter,Chamonix 1924,515.0,0
1924,chamonix-1924,USA,1,1,2,4,15,27.73076923076923,104,France,Winter,Chamonix 1924,519.0,0
1924,paris-1924,USA,27,49,28,104,186,25.923444976076556,4,France,Summer,Paris 1924,623.0,0
1924,paris-1924,USA,27,49,28,104,186,25.923444976076556,104,France,Summer,Paris 1924,627.0,0
1928,amsterdam-1928,USA,17,23,18,58,129,24.337748344370862,58,Netherlands,Summer,Amsterdam 1928,731.0,0
1928,amsterdam-1928,USA,17,23,18,58,129,24.337748344370862,6,Netherlands,Summer,Amsterdam 1928,789.0,0
1928,st-moritz-1928,USA,2,2,2,6,16,26.35483870967742,58,Switzerland,Winter,St. Moritz 1928,795.0,0
1928,st-moritz-1928,USA,2,2,2,6,16,26.35483870967742,6,Switzerland,Winter,St. Moritz 1928,853.0,0
1932,lake-placid-1932,USA,3,7,5,15,48,25.785714285714285,15,United States,Winter,Lake Placid 1932,859.0,0
1932,lake-placid-1932,USA,3,7,5,15,48,25.785714285714285,105,United States,Winter,Lake Placid 1932,874.0,0
1932,los-angeles-1932,USA,30,43,32,105,174,24.10919540229885,15,United States,Summer,Los Angeles 1932,979.0,0
1932,los-angeles-1932,USA,30,43,32,105,174,24.10919540229885,105,United States,Summer,Los Angeles 1932,994.0,0
1936,berlin-1936,USA,11,24,20,55,152,25.106145251396647,55,Germany,Summer,Berlin 1936,1099.0,0
1936,berlin-1936,USA,11,24,20,55,152,25.106145251396647,6,Germany,Summer,Berlin 1936,1154.0,0
1936,garmisch-partenkirchen-1936,USA,4,2,0,6,32,25.095238095238095,55,Germany,Winter,Garmisch-Partenkirchen 1936,1160.0,0
1936,garmisch-partenkirchen-1936,USA,4,2,0,6,32,25.095238095238095,6,Germany,Winter,Garmisch-Partenkirchen 1936,1215.0,0
1948,london-1948,USA,20,40,28,88,158,26.784688995215312,88,Great Britain,Summer,London 1948,1221.0,0
1948,london-1948,USA,20,40,28,88,158,26.784688995215312,10,Great Britain,Summer,London 1948,1309.0,0
1948,st-moritz-1948,USA,3,3,4,10,40,25.634920634920636,88,Switzerland,Winter,St. Moritz 1948,1319.0,0
1948,st-moritz-1948,USA,3,3,4,10,40,25.634920634920636,10,Switzerland,Winter,St. Moritz 1948,1407.0,0
1952,helsinki-1952,USA,17,40,20,77,147,26.228310502283104,77,Finland,Summer,Helsinki 1952,1417.0,0
1952,helsinki-1952,USA,17,40,20,77,147,26.228310502283104,13,Finland,Summer,Helsinki 1952,1494.0,0
1952,oslo-1952,USA,1,4,8,13,37,23.5,77,Norway,Winter,Oslo 1952,1507.0,0
1952,oslo-1952,USA,1,4,8,13,37,23.5,13,Norway,Winter,Oslo 1952,1584.0,0
1956,cortina-d-ampezzo-1956,USA,2,2,3,7,35,23.673076923076923,7,Italy,Winter,Cortina d'Ampezzo 1956,1597.0,0
1956,cortina-d-ampezzo-1956,USA,2,2,3,7,35,23.673076923076923,77,Italy,Winter,Cortina d'Ampezzo 1956,1604.0,0
1956,melbourne-1956,USA,17,34,26,77,153,23.595238095238095,7,"Australia, Sweden",Summer,Melbourne 1956,1681.0,0
1956,melbourne-1956,USA,17,34,26,77,153,23.595238095238095,77,"Australia, Sweden",Summer,Melbourne 1956,1688.0,0
1960,rome-1960,USA,17,34,21,72,149,24.405228758169933,72,Italy,Summer,Rome 1960,1765.0,0
1960,rome-1960,USA,17,34,21,72,149,24.405228758169933,11,Italy,Summer,Rome 1960,1837.0,0
1960,squaw-valley-1960,USA,4,3,4,11,54,24.180555555555557,72,United States,Winter,Squaw Valley 1960,1848.0,0
1960,squaw-valley-1960,USA,4,3,4,11,54,24.180555555555557,11,United States,Winter,Squaw Valley 1960,1920.0,0
1964,innsbruck-1964,USA,5,1,2,8,54,23.5974025974026,8,Austria,Winter,Innsbruck 1964,1931.0,0
1964,innsbruck-1964,USA,5,1,2,8,54,23.5974025974026,94,Austria,Winter,Innsbruck 1964,1939.0,0
1964,tokyo-1964,USA,29,36,29,94,181,23.97860962566845,8,Japan,Summer,Tokyo 1964,2033.0,0
1964,tokyo-1964,USA,29,36,29,94,181,23.97860962566845,94,Japan,Summer,Tokyo 1964,2041.0,0
1968,grenoble-1968,USA,1,1,5,7,61,23.943181818181817,7,France,Winter,Grenoble 1968,2135.0,0
1968,grenoble-1968,USA,1,1,5,7,61,23.943181818181817,110,France,Winter,Grenoble 1968,2142.0,0
1968,mexico-city-1968,USA,35,46,29,110,200,23.375565610859727,7,Mexico,Summer,Mexico City 1968,2252.0,0
1968,mexico-city-1968,USA,35,46,29,110,200,23.375565610859727,110,Mexico,Summer,Mexico City 1968,2259.0,0
1972,munich-1972,USA,31,33,31,95,199,23.986547085201792,95,Federal Republic of Germany,Summer,Munich 1972,2369.0,0
1972,munich-1972,USA,31,33,31,95,199,23.986547085201792,8,Federal Republic of Germany,Summer,Munich 1972,2464.0,0
1972,sapporo-1972,USA,3,3,2,8,69,23.053763440860216,95,Japan,Winter,Sapporo 1972,2472.0,0
1972,sapporo-1972,USA,3,3,2,8,69,23.053763440860216,8,Japan,Winter,Sapporo 1972,2567.0,0
1976,innsbruck-1976,USA,5,3,3,11,64,23.0561797752809,11,Austria,Winter,Innsbruck 1976,2575.0,0
1976,innsbruck-1976,USA,5,3,3,11,64,23.0561797752809,97,Austria,Winter,Innsbruck 1976,2586.0,0
1976,montreal-1976,USA,26,34,37,97,214,23.972727272727273,11,Canada,Summer,Montreal 1976,2683.0,0
1976,montreal-1976,USA,26,34,37,97,214,23.972727272727273,97,Canada,Summer,Montreal 1976,2694.0,0
1980,lake-placid-1980,USA,2,6,4,12,59,23.586206896551722,12,United States,Winter,Lake Placid 1980,2791.0,0
1984,los-angeles-1984,USA,30,87,63,180,273,24.638795986622075,180,United States,Summer,Los Angeles 1984,2803.0,0
1984,los-angeles-1984,USA,30,87,63,180,273,24.638795986622075,9,United States,Summer,Los Angeles 1984,2983.0,0
1984,sarajevo-1984,USA,0,4,5,9,65,24.706521739130434,180,Yugoslavia,Winter,Sarajevo 1984,2992.0,0
1984,sarajevo-1984,USA,0,4,5,9,65,24.706521739130434,9,Yugoslavia,Winter,Sarajevo 1984,3172.0,0
1988,calgary-1988,USA,4,2,1,7,77,24.523076923076925,7,Canada,Winter,Calgary 1988,3181.0,0
1988,calgary-1988,USA,4,2,1,7,77,24.523076923076925,101,Canada,Winter,Calgary 1988,3188.0,0
1988,seoul-1988,USA,28,40,33,101,262,26.257950530035334,7,Republic of Korea,Summer,Seoul 1988,3289.0,0
1988,seoul-1988,USA,28,40,33,101,262,26.257950530035334,101,Republic of Korea,Summer,Seoul 1988,3296.0,0
1992,albertville-1992,USA,2,5,4,11,105,25.85,11,France,Winter,Albertville 1992,3397.0,0
1992,albertville-1992,USA,2,5,4,11,105,25.85,117,France,Winter,Albertville 1992,3408.0,0
1992,barcelona-1992,USA,39,41,37,117,281,26.86970684039088,11,Spain,Summer,Barcelona 1992,3525.0,0
1992,barcelona-1992,USA,39,41,37,117,281,26.86970684039088,117,Spain,Summer,Barcelona 1992,3536.0,0
1994,lillehammer-1994,USA,2,6,5,13,98,26.00662251655629,13,Norway,Winter,Lillehammer 1994,3653.0,0
1996,atlanta-1996,USA,25,46,35,106,281,27.428571428571427,106,United States,Summer,Atlanta 1996,3666.0,0
1998,nagano-1998,USA,5,6,4,15,108,25.426136363636363,15,Japan,Winter,Nagano 1998,3772.0,0
2000,sydney-2000,USA,35,40,27,102,265,27.424657534246574,102,Australia,Summer,Sydney 2000,3787.0,0
2002,salt-lake-city-2002,USA,12,11,14,37,119,25.876923076923077,37,United States,Winter,Salt Lake City 2002,3889.0,0
2004,athens-2004,USA,28,38,40,106,250,27.318644067796612,106,Greece,Summer,Athens 2004,3926.0,0
2006,turin-2006,USA,7,9,11,27,118,26.527918781725887,27,Italy,Winter,Turin 2006,4032.0,0
2008,beijing-2008,USA,38,39,39,116,256,27.32,116,China,Summer,Beijing 2008,4059.0,0
2010,vancouver-2010,USA,14,9,16,39,127,26.82439024390244,39,Canada,Winter,Vancouver 2010,4175.0,0
2012,london-2012,USA,33,50,29,112,292,27.10122699386503,112,Great Britain,Summer,London 2012,4214.0,0
2014,sochi-2014,USA,11,10,11,32,141,27.022421524663677,32,Russian Federation,Winter,Sochi 2014,4326.0,0
2016,rio-2016,USA,40,47,40,127,271,26.88599348534202,127,Brazil,Summer,Rio 2016,4358.0,0
2018,pyeongchang-2018,USA,7,10,9,26,147,26.84234234234234,26,Republic of Korea,Winter,PyeongChang 2018,4485.0,0
2020,tokyo-2020,USA,34,40,44,118,300,26.771513353115726,118,Japan,Summer,Tokyo 2020,4511.0,0
2022,beijing-2022,USA,9,9,10,28,140,26.615044247787612,28,China,Winter,Beijing 2022,4629.0,0
1994,lillehammer-1994,UZB,0,1,0,1,3,23.333333333333332,1,Norway,Winter,Lillehammer 1994,4657.0,0
1996,atlanta-1996,UZB,1,0,1,2,43,25.121951219512194,2,United States,Summer,Atlanta 1996,1.0,0
2000,sydney-2000,UZB,2,1,1,4,42,24.214285714285715,4,Australia,Summer,Sydney 2000,3.0,0
2004,athens-2004,UZB,2,2,1,5,45,23.613636363636363,5,Greece,Summer,Athens 2004,7.0,0
2008,beijing-2008,UZB,3,0,1,4,46,24.32608695652174,4,China,Summer,Beijing 2008,12.0,0
2012,london-2012,UZB,2,0,0,2,46,25.77777777777778,2,Great Britain,Summer,London 2012,16.0,0
2016,rio-2016,UZB,7,4,2,13,53,25.529411764705884,13,Brazil,Summer,Rio 2016,18.0,0
2020,tokyo-2020,UZB,2,3,0,5,50,26.41176470588235,5,Japan,Summer,Tokyo 2020,31.0,0
1952,helsinki-1952,VEN,1,0,0,1,22,26.791666666666668,1,Finland,Summer,Helsinki 1952,36.0,0
1960,rome-1960,VEN,1,0,0,1,18,32.0,1,Italy,Summer,Rome 1960,1.0,0
1968,mexico-city-1968,VEN,0,1,0,1,10,32.125,1,Mexico,Summer,Mexico City 1968,2.0,0
1976,montreal-1976,VEN,0,0,1,1,17,23.875,1,Canada,Summer,Montreal 1976,3.0,0
1980,moscow-1980,VEN,0,0,1,1,19,21.57894736842105,1,USSR,Summer,Moscow 1980,4.0,0
1984,los-angeles-1984,VEN,3,0,0,3,22,24.814814814814813,3,United States,Summer,Los Angeles 1984,5.0,0
2004,athens-2004,VEN,2,0,0,2,35,24.825,2,Greece,Summer,Athens 2004,8.0,0
2008,beijing-2008,VEN,1,0,0,1,62,25.434782608695652,1,China,Summer,Beijing 2008,10.0,0
2012,london-2012,VEN,0,1,0,1,54,27.349206349206348,1,Great Britain,Summer,London 2012,11.0,0
2016,rio-2016,VEN,1,0,2,3,62,27.68,3,Brazil,Summer,Rio 2016,12.0,0
2020,tokyo-2020,VEN,0,1,3,4,24,27.76923076923077,4,Japan,Summer,Tokyo 2020,15.0,0
2000,sydney-2000,VIE,0,0,1,1,5,21.0,1,Australia,Summer,Sydney 2000,19.0,0
2008,beijing-2008,VIE,0,0,1,1,11,25.466666666666665,1,China,Summer,Beijing 2008,1.0,0
2016,rio-2016,VIE,0,1,1,2,17,28.19047619047619,2,Brazil,Summer,Rio 2016,2.0,0
1960,rome-1960,WIF,2,0,0,2,6,27.714285714285715,2,Italy,Summer,Rome 1960,4.0,0
1924,paris-1924,YUG,0,2,0,2,27,26.25,2,France,Summer,Paris 1924,2.0,0
1928,amsterdam-1928,YUG,3,1,1,5,25,27.580645161290324,5,Netherlands,Summer,Amsterdam 1928,2.0,0
1936,berlin-1936,YUG,0,0,1,1,36,28.066666666666666,1,Germany,Summer,Berlin 1936,7.0,0
1948,london-1948,YUG,0,0,2,2,22,31.64516129032258,2,Great Britain,Summer,London 1948,8.0,0
1952,helsinki-1952,YUG,0,1,2,3,44,26.42241379310345,3,Finland,Summer,Helsinki 1952,10.0,0
1956,melbourne-1956,YUG,0,0,3,3,12,25.307692307692307,3,"Australia, Sweden",Summer,Melbourne 1956,13.0,0
1960,rome-1960,YUG,0,1,1,2,37,26.263157894736842,2,Italy,Summer,Rome 1960,16.0,0
1964,tokyo-1964,YUG,2,2,1,5,14,26.61111111111111,5,Japan,Summer,Tokyo 1964,18.0,0
1968,mexico-city-1968,YUG,2,3,3,8,36,24.743589743589745,8,Mexico,Summer,Mexico City 1968,23.0,0
1972,munich-1972,YUG,2,2,1,5,40,26.38095238095238,5,Federal Republic of Germany,Summer,Munich 1972,31.0,0
1976,montreal-1976,YUG,3,2,3,8,31,24.727272727272727,8,Canada,Summer,Montreal 1976,36.0,0
1980,moscow-1980,YUG,4,2,4,10,44,25.4375,10,USSR,Summer,Moscow 1980,44.0,0
1984,los-angeles-1984,YUG,8,8,5,21,43,25.0,21,United States,Summer,Los Angeles 1984,54.0,0
1984,los-angeles-1984,YUG,8,8,5,21,43,25.0,1,United States,Summer,Los Angeles 1984,75.0,0
1984,sarajevo-1984,YUG,0,0,1,1,45,22.408450704225352,21,Yugoslavia,Winter,Sarajevo 1984,76.0,1
1984,sarajevo-1984,YUG,0,0,1,1,45,22.408450704225352,1,Yugoslavia,Winter,Sarajevo 1984,97.0,1
